subject_id,capture_id,left_broadband_mean,right_broadband_mean,left_minus_right_broadband,log_left_minus_log_right_mean,left_brighter_broadband,paired_capture_metadata_agreement,symmetric_min,symmetric_max,formula_reconstruction_max_abs,fit_band_min,fit_band_max,edge_band_values
p003,p003_neutral_front,0.41237976923474906,0.2804740314422338,0.13190573779251524,0.3663310743801024,True,True,0.21683278570349965,0.5809503092810242,0.0,0.21683278570349965,0.5382901000044644,"{""400"": 0.4145544387659792, ""410"": 0.34770233181147786, ""690"": 0.5809503092810242, ""700"": 0.5234523181570804}"
p004,p004_neutral_front,0.36369646296438407,0.25186918229055155,0.11182728067383252,0.3455720807732973,True,True,0.20011923954664368,0.5087625490712767,0.0,0.20011923954664368,0.4739220327616521,"{""400"": 0.39412030999490727, ""410"": 0.3130399134036599, ""690"": 0.5087625490712767, ""700"": 0.45918256790207174}"
p005,p005_neutral_front,0.32237948542846795,0.22972612852343224,0.0926533569050357,0.31553087304918653,True,True,0.17491010754043512,0.4727869782439949,0.0,0.17491010754043512,0.43728506936443934,"{""400"": 0.3778520312426379, ""410"": 0.29404901233776876, ""690"": 0.4727869782439949, ""700"": 0.42758282188467056}"
p006,p006_neutral_front,0.33251449291922575,0.22140950171910678,0.11110499120011896,0.38670683257102023,True,True,0.17533137448621022,0.46649033786423805,0.0,0.17533137448621022,0.43001488469311605,"{""400"": 0.3778520312426379, ""410"": 0.29589962348183174, ""690"": 0.46649033786423805, ""700"": 0.4229523288040229}"
p007,p007_neutral_front,0.31655302371538663,0.1981970032149368,0.11835602050044983,0.44773613974578663,True,True,0.16723440182054986,0.4277351240368287,0.0,0.16723440182054986,0.39117482873003695,"{""400"": 0.3778520312426379, ""410"": 0.2956553067500755, ""690"": 0.4277351240368287, ""700"": 0.390203436563932}"
p008,p008_neutral_front,0.3288505910984073,0.29242018370403994,0.03643040739436737,0.11564977482351092,True,True,0.22502732622009888,0.446153849363327,0.0,0.22502732622009888,0.3922026709533151,"{""400"": 0.446153849363327, ""410"": 0.3950988228857034, ""690"": 0.40432736222030813, ""700"": 0.39766818872133847}"
p009,p009_neutral_front,0.2662277382834131,0.19371833875255512,0.072509399530858,0.31021482352015184,True,True,0.15578108788210424,0.38816187096040733,0.0,0.15578108788210424,0.3223128599523887,"{""400"": 0.38816187096040733, ""410"": 0.30657911707386737, ""690"": 0.34493917231148485, ""700"": 0.3347259766992861}"
p010,p010_neutral_front,0.39012389229895594,0.26897641892419716,0.12114747337475879,0.3462925818539878,True,True,0.20847399861783455,0.542839586586754,0.0,0.20847399861783455,0.5110291447247269,"{""400"": 0.43282856102524886, ""410"": 0.35381293927024354, ""690"": 0.542839586586754, ""700"": 0.5229739964750906}"
p011,p011_neutral_front,0.46011559656531253,0.4119695438269988,0.04814605273831374,0.10317750647499692,True,True,0.2842802911619999,0.6979648920080784,0.0,0.2842802911619999,0.6701298596359193,"{""400"": 0.4641998566228338, ""410"": 0.4167518941493064, ""690"": 0.6979648920080784, ""700"": 0.6654696749380842}"
p012,p012_neutral_front,0.4256670996116786,0.2743619953771439,0.1513051042345347,0.4239321580534345,True,True,0.22622257767454254,0.5343731214234972,0.0,0.22622257767454254,0.5069074005675384,"{""400"": 0.44194173613424975, ""410"": 0.3713181454011055, ""690"": 0.5343731214234972, ""700"": 0.5147542213417127}"
p013,p013_neutral_front,0.4126752323330252,0.2560297529041476,0.15664547942887763,0.4577581239267107,True,True,0.21727045627124772,0.5068459564936212,0.0,0.21727045627124772,0.4831241122695507,"{""400"": 0.44194173613424975, ""410"": 0.37024192105882076, ""690"": 0.5068459564936212, ""700"": 0.4883465808996659}"
p014,p014_neutral_front,0.28933008559319456,0.1795295000587947,0.10980058553439986,0.46750257989459676,True,True,0.14898343433128441,0.4060291783227801,0.0,0.14898343433128441,0.32722068680671856,"{""400"": 0.4060291783227801, ""410"": 0.3182999014829462, ""690"": 0.3589103583134176, ""700"": 0.3518153813813013}"
p015,p015_neutral_front,0.41454874463485714,0.278161556033926,0.13638718860093113,0.3838544388316018,True,True,0.22577344690450504,0.5267113130183468,0.0,0.22577344690450504,0.5024208001344359,"{""400"": 0.4463392726107683, ""410"": 0.36973165587937706, ""690"": 0.5267113130183468, ""700"": 0.5091173756169997}"
p017,p017_neutral_front,0.4163171981630198,0.35054363018980533,0.06577356797321449,0.15296194600325783,True,True,0.23005109145556255,0.6432683058286921,0.0,0.23005109145556255,0.6081631746644328,"{""400"": 0.4417613150943587, ""410"": 0.37482075823093963, ""690"": 0.6432683058286921, ""700"": 0.6147803915409886}"
p018,p018_neutral_front,0.26894246656529014,0.20582044639271882,0.06312202017257132,0.25558906009677007,True,True,0.15528228642474795,0.40138869457867726,0.0,0.15528228642474795,0.3496315348650179,"{""400"": 0.40138869457867726, ""410"": 0.3137012911992845, ""690"": 0.38268773097371167, ""700"": 0.37704648921728895}"
p019,p019_neutral_front,0.3285292532301903,0.24438110670789087,0.0841481465222994,0.27894867046639704,True,True,0.19278903625352023,0.46224956964894515,0.0,0.19278903625352023,0.43323046990086084,"{""400"": 0.4149624968448557, ""410"": 0.34120513096767496, ""690"": 0.46224956964894515, ""700"": 0.44895980665585694}"
p020,p020_neutral_front,0.38341023133375207,0.3270340756581065,0.05637615567564558,0.1532428185720602,True,True,0.25778602084341434,0.4716971939991411,0.0,0.25778602084341434,0.4651820181953742,"{""400"": 0.4700900175343875, ""410"": 0.44384842608469716, ""690"": 0.4716971939991411, ""700"": 0.4395400846648294}"
p021,p021_neutral_front,0.4261254529421992,0.33492580785221826,0.09119964508998096,0.2266443473224781,True,True,0.2762971149910964,0.5342400783082002,0.0,0.2762971149910964,0.5265119825079448,"{""400"": 0.46268656849861145, ""410"": 0.43400962728062775, ""690"": 0.5342400783082002, ""700"": 0.49307212422049507}"
p022,p022_neutral_front,0.4137581897279434,0.31777730591721454,0.09598088381072889,0.2596075202506062,True,True,0.2636618463263816,0.4832008056457504,0.0,0.2636618463263816,0.4788546853995632,"{""400"": 0.46268656849861145, ""410"": 0.43834409456787965, ""690"": 0.4832008056457504, ""700"": 0.450198995370449}"
p023,p023_neutral_front,0.3154431009979274,0.24616198357892796,0.06928111741899942,0.22691148186446056,True,True,0.1823995129635721,0.458717155778927,0.0,0.1823995129635721,0.4389805005685517,"{""400"": 0.3805943725724534, ""410"": 0.30022105838470653, ""690"": 0.458717155778927, ""700"": 0.41606833982072144}"
p024,p024_neutral_front,0.31541845743277014,0.24295641135791574,0.0724620460748544,0.22914790319186928,True,True,0.1766320516248614,0.48270849451150355,0.0,0.1766320516248614,0.45933255816867813,"{""400"": 0.3728984581605932, ""410"": 0.29471343291137975, ""690"": 0.48270849451150355, ""700"": 0.43823067795748594}"
p025,p025_neutral_front,0.3364398952167136,0.30611903138209756,0.03032086383461602,0.07932419443836344,True,True,0.19898854965078128,0.5488348197603476,0.0,0.19898854965078128,0.5274290760479464,"{""400"": 0.3920059235749963, ""410"": 0.31920710063833835, ""690"": 0.5488348197603476, ""700"": 0.49410083561564794}"
p026,p026_neutral_front,0.3185712325728005,0.23241986043996007,0.08615137213284044,0.2948251957039117,True,True,0.1764302956374817,0.4684458501578975,0.0,0.1764302956374817,0.4442644930390226,"{""400"": 0.3768445831596401, ""410"": 0.30024142283475, ""690"": 0.4684458501578975, ""700"": 0.4263362643476438}"
p027,p027_neutral_front,0.29598116159318666,0.26370670288586934,0.03227445870731732,0.09883735687751377,True,True,0.17697064449969593,0.4841031727800028,0.0,0.17697064449969593,0.4605883238616096,"{""400"": 0.3728984581605932, ""410"": 0.2962943499214984, ""690"": 0.4841031727800028, ""700"": 0.4379039234434336}"
p028,p028_neutral_front,0.3485886841990903,0.2850644017925516,0.06352428240653868,0.1838963960151413,True,True,0.20058246026310905,0.5306015053397152,0.0,0.20058246026310905,0.510207721678771,"{""400"": 0.38844250428011684, ""410"": 0.31632912813543407, ""690"": 0.5306015053397152, ""700"": 0.4807322417724422}"
p029,p029_neutral_front,0.32083089411667476,0.2447920051898216,0.07603888892685315,0.25060231141883554,True,True,0.18623665031304584,0.46469266811005266,0.0,0.18623665031304584,0.44105390025801755,"{""400"": 0.3805943725724534, ""410"": 0.308907672455565, ""690"": 0.46469266811005266, ""700"": 0.42144124337199285}"
p031,p031_neutral_front,0.39047300225535936,0.28645742529333823,0.10401557696202113,0.2859463352111068,True,True,0.21507279650139577,0.5251650684121708,0.0,0.21507279650139577,0.49507491282065486,"{""400"": 0.44115646564001704, ""410"": 0.34812294714352654, ""690"": 0.5251650684121708, ""700"": 0.5193512267741701}"
p032,p032_neutral_front,0.343324418919209,0.2659785258275303,0.07734589309167872,0.2402372222604854,True,True,0.20318846477944486,0.46463209110431125,0.0,0.20318846477944486,0.4355741135985762,"{""400"": 0.43258950575277094, ""410"": 0.33266936867231833, ""690"": 0.46463209110431125, ""700"": 0.4625512681504084}"
p033,p033_neutral_front,0.3722139868857024,0.3285858926022256,0.043628094283476804,0.11277766831052255,True,True,0.22766434724454376,0.5396363998026946,0.0,0.22766434724454376,0.5073225351705383,"{""400"": 0.44099636532408526, ""410"": 0.3476378181488906, ""690"": 0.5396363998026946, ""700"": 0.5352021728046241}"
p034,p034_neutral_front,0.46294689623855234,0.3470255556882869,0.11592134055026543,0.270191889868133,True,True,0.26443338645003384,0.614459314351594,0.0,0.26443338645003384,0.5869566308527029,"{""400"": 0.46210847570436325, ""410"": 0.386770350383339, ""690"": 0.614459314351594, ""700"": 0.6005246706914941}"
