subject_id,capture_id,roi,start_index,logrmse,cost,success,valid,status,nfev,optimality,message,initial_f_mel,final_f_mel,initial_f_blood,final_f_blood,initial_s,final_s
p003,p003_neutral_front,left_cheek,0,0.13494126038680046,0.28224172819906346,True,True,2,17,1.762525824829658e-07,`ftol` termination condition is satisfied.,0.41840655547566713,0.028710950720335894,0.028551553189754487,0.07303303391995757,0.2285797130316496,0.8066094917745228
p003,p003_neutral_front,left_cheek,1,0.13494126038675322,0.2822417281988657,True,True,2,12,1.5848449387155608e-07,`ftol` termination condition is satisfied.,0.05816087727434933,0.02871094568683226,0.09099293146282435,0.07303305997623953,0.6007307767868042,0.8066095558989038
p003,p003_neutral_front,left_cheek,2,0.13494126038689322,0.2822417281994514,True,True,2,16,2.1435807191357714e-07,`ftol` termination condition is satisfied.,0.14096432011574506,0.028710959292352577,0.003935516159981489,0.07303298988308125,0.4355018176138401,0.8066093893977807
p003,p003_neutral_front,left_cheek,3,0.13494126038662352,0.28224172819832327,True,True,2,16,7.575475386489332e-08,`ftol` termination condition is satisfied.,0.22899544421583415,0.028710926372839122,0.06717151040211321,0.0730331621353156,0.7976113054901361,0.8066098568270399
p003,p003_neutral_front,left_cheek,4,0.13494126038665158,0.28224172819844046,True,True,2,17,1.0290943189048722e-07,`ftol` termination condition is satisfied.,0.30401017878204584,0.028710931828991666,0.019787021446973085,0.07303313282487614,0.6795401936396956,0.8066097577510196
p003,p003_neutral_front,left_cheek,5,0.13494126038662102,0.2822417281983127,True,True,2,16,7.12957822679979e-08,`ftol` termination condition is satisfied.,0.18689613293856383,0.028710925440764246,0.057521368470042945,0.07303316595891135,0.05754218343645334,0.8066098448418826
p003,p003_neutral_front,left_cheek,6,0.1349412603868114,0.28224172819910925,True,True,2,12,1.8415497543763123e-07,`ftol` termination condition is satisfied.,0.05044767056591809,0.028710951921866235,0.044389692507684236,0.07303302799411347,0.9689850630238652,0.8066094842388682
p003,p003_neutral_front,left_cheek,7,0.13494126038681428,0.2822417281991212,True,True,2,16,1.8184883393835258e-07,`ftol` termination condition is satisfied.,0.3320663095731288,0.028710952135172062,0.08135615549981595,0.07303302669583488,0.3564783660694957,0.806609476915397
p003,p003_neutral_front,left_cheek,8,0.1349412603868487,0.2822417281992652,True,True,2,17,1.996910789977015e-07,`ftol` termination condition is satisfied.,0.3647790083941072,0.028710955430269726,0.010288022365421057,0.07303300982216183,0.9335064217448235,0.8066094423351794
p003,p003_neutral_front,left_cheek,9,0.13494126038694856,0.28224172819968296,True,True,2,9,1.7262909745042076e-06,`ftol` termination condition is satisfied.,0.004323728075250983,0.028710853859492142,0.07331686513498425,0.07303353995196166,0.30357431434094906,0.8066108358105378
p003,p003_neutral_front,left_cheek,10,0.1349412603866863,0.28224172819858584,True,True,2,16,1.2636017549526408e-07,`ftol` termination condition is satisfied.,0.19462717251852155,0.02871093746972964,0.03489226363599301,0.07303310352794154,0.730521785095334,0.8066096865903218
p003,p003_neutral_front,left_cheek,11,0.13494126038666235,0.2822417281984857,True,True,2,16,1.0520259679998004e-07,`ftol` termination condition is satisfied.,0.2828678987361491,0.028710933756686128,0.09715016540139915,0.07303312291377148,0.0949433408677578,0.8066097357288814
p003,p003_neutral_front,left_cheek,12,0.13494126038676646,0.2822417281989211,True,True,2,16,1.6848817577827062e-07,`ftol` termination condition is satisfied.,0.2499536127783358,0.028710947421772832,0.038242048956453806,0.07303305176127457,0.47473414335399866,0.8066095525887723
p003,p003_neutral_front,left_cheek,13,0.134941260386618,0.28224172819830007,True,True,2,15,6.623934838167518e-08,`ftol` termination condition is satisfied.,0.13346991108730435,0.028710924720428386,0.075001360476017,0.07303317003817848,0.8545742323622108,0.8066098574928386
p003,p003_neutral_front,left_cheek,14,0.1349412603869572,0.282241728199719,True,True,2,15,2.3630635809938426e-07,`ftol` termination condition is satisfied.,0.10452144711278379,0.028710964113543434,0.01362749869003892,0.07303296405083312,0.17360034119337797,0.8066093100649692
p003,p003_neutral_front,left_cheek,15,0.13494126038665175,0.2822417281984414,True,True,2,17,9.772356422746682e-08,`ftol` termination condition is satisfied.,0.38550974196754395,0.02871093174024013,0.05117836920544505,0.07303313284281104,0.5595149593427777,0.8066097507793636
p003,p003_neutral_front,left_cheek,16,0.13494126038680576,0.28224172819908566,True,True,2,17,1.8178149238021733e-07,`ftol` termination condition is satisfied.,0.39093010273762047,0.02871095142320339,0.01825325293466449,0.07303303078205782,0.2737703565508127,0.8066094956306379
p003,p003_neutral_front,left_cheek,17,0.134941260386632,0.28224172819835874,True,True,2,14,8.356803078284206e-08,`ftol` termination condition is satisfied.,0.08569147338159382,0.02871092795333468,0.05600104788318277,0.07303315288405925,0.8958833999931812,0.8066098085211459
p003,p003_neutral_front,left_cheek,18,0.1349412603866752,0.28224172819853943,True,True,2,15,1.1540865985925994e-07,`ftol` termination condition is satisfied.,0.11133284594863653,0.02871093579063635,0.042869319766759874,0.07303311213703388,0.07783408463001251,0.8066097061538215
p003,p003_neutral_front,left_cheek,19,0.1349412603866482,0.2822417281984264,True,True,2,16,9.494797099137781e-08,`ftol` termination condition is satisfied.,0.2585760812833905,0.028710931198152524,0.07982252258807421,0.07303313597191201,0.6899663489311934,0.8066097671223662
p003,p003_neutral_front,left_cheek,20,0.13494126038691287,0.28224172819953364,True,True,2,16,2.2123950083442452e-07,`ftol` termination condition is satisfied.,0.27773623425513505,0.02871096078636793,0.03321899902075529,0.0730329817019269,0.8179890988394618,0.80660936342926
p003,p003_neutral_front,left_cheek,21,0.13494126038681128,0.28224172819910864,True,True,2,15,1.8498973915759392e-07,`ftol` termination condition is satisfied.,0.213115959726274,0.028710951809593196,0.09567382521927358,0.07303302822560351,0.4459680886939168,0.8066094806611326
p003,p003_neutral_front,left_cheek,22,0.13494126038681994,0.28224172819914495,True,True,2,14,1.891608176383526e-07,`ftol` termination condition is satisfied.,0.026329567627981304,0.028710952662223996,0.008616274315863847,0.07303302393079243,0.5180438095703721,0.8066094691843292
p003,p003_neutral_front,left_cheek,23,0.13494126038699633,0.2822417281998827,True,True,2,16,2.505591449200298e-07,`ftol` termination condition is satisfied.,0.356235275240615,0.02871096712184772,0.07183900838717819,0.07303294881524779,0.15557538624852896,0.8066092791438121
p003,p003_neutral_front,left_cheek,24,0.13494126038662052,0.2822417281983107,True,True,2,17,7.387484722317769e-08,`ftol` termination condition is satisfied.,0.33688133946619925,0.028710925494038555,0.04921209700405598,0.07303316642284728,0.5719550661742687,0.8066098547929705
p003,p003_neutral_front,left_cheek,25,0.1349412603866517,0.28224172819844107,True,True,2,12,9.854198944266716e-08,`ftol` termination condition is satisfied.,0.03227223410271108,0.02871093182332105,0.08598180245608092,0.07303313273916102,0.19199994392693043,0.8066097563786919
p003,p003_neutral_front,left_cheek,26,0.13494126038667237,0.28224172819852755,True,True,2,16,1.111762343653637e-07,`ftol` termination condition is satisfied.,0.16541360827162863,0.028710935340087698,0.02460788553580642,0.07303311456001882,0.7795807477086782,0.8066097126168797
p003,p003_neutral_front,left_cheek,27,0.13494126038685492,0.28224172819929116,True,True,2,16,2.005223296946313e-07,`ftol` termination condition is satisfied.,0.31202731961384417,0.028710955863477265,0.06214855583384633,0.0730330072346142,0.3940405622124672,0.8066094267200025
p003,p003_neutral_front,left_cheek,28,0.13494126038661755,0.2822417281982981,True,True,2,18,6.46029094919552e-08,`ftol` termination condition is satisfied.,0.22410167897120117,0.02871092446619622,0.0024592832662165168,0.073033170822585,0.019925002939999104,0.8066098499939448
p003,p003_neutral_front,left_cheek,29,0.1349412603867296,0.28224172819876703,True,True,2,15,1.5116720531782354e-07,`ftol` termination condition is satisfied.,0.15927098216488958,0.02871094317922862,0.06549851996824145,0.07303307371056071,0.6497270567342639,0.8066096081653396
p003,p003_neutral_front,left_cheek,30,0.13494126038703594,0.2822417282000483,True,True,2,14,2.619790785698558e-07,`ftol` termination condition is satisfied.,0.07998458846472203,0.028710969925393064,0.0270737798884511,0.07303293430588201,0.3159323474392295,0.8066092439315672
p003,p003_neutral_front,left_cheek,31,0.1349412603870593,0.2822417282001461,True,True,2,16,2.6767886738644014e-07,`ftol` termination condition is satisfied.,0.41010071835480627,0.02871097125900772,0.08932148143649102,0.07303292663698503,0.9518697271123528,0.8066092083445564
p003,p003_neutral_front,left_cheek,32,0.13494126038664708,0.28224172819842175,True,True,2,16,9.270626040793334e-08,`ftol` termination condition is satisfied.,0.215,0.02871093122096978,0.05,0.07303313669869031,0.5,0.8066097816414972
p003,p003_neutral_front,right_cheek,0,0.1977353096477241,0.6060384165629608,True,True,2,12,2.5717737139449358e-08,`ftol` termination condition is satisfied.,0.41840655547566713,0.054805509944773775,0.028551553189754487,0.09999999999999999,0.2285797130316496,1.5988925364411027e-19
p003,p003_neutral_front,right_cheek,1,0.19773530964772418,0.6060384165629611,True,True,2,9,3.2235062931843184e-08,`ftol` termination condition is satisfied.,0.05816087727434933,0.05480550969732702,0.09099293146282435,0.09999999999999999,0.6007307767868042,1.4329723661022632e-21
p003,p003_neutral_front,right_cheek,2,0.19773530964772412,0.6060384165629609,True,True,2,11,1.7694559909295827e-08,`ftol` termination condition is satisfied.,0.14096432011574506,0.05480550987343085,0.003935516159981489,0.09999999999999999,0.4355018176138401,9.714543359016164e-22
p003,p003_neutral_front,right_cheek,3,0.1977353096477241,0.6060384165629608,True,True,2,10,1.3652033345577109e-08,`ftol` termination condition is satisfied.,0.22899544421583415,0.05480550984298516,0.06717151040211321,0.09999999999999999,0.7976113054901361,2.1481246204259555e-18
p003,p003_neutral_front,right_cheek,4,0.19773530964772407,0.6060384165629606,True,True,2,12,1.1977469022622161e-08,`ftol` termination condition is satisfied.,0.30401017878204584,0.05480550982418418,0.019787021446973085,0.09999999999999999,0.6795401936396956,2.016359655207679e-20
p003,p003_neutral_front,right_cheek,5,0.19773530964772404,0.6060384165629604,True,True,1,10,4.206019244232405e-09,`gtol` termination condition is satisfied.,0.18689613293856383,0.05480550974837889,0.057521368470042945,0.09999999999999999,0.05754218343645334,2.722798120695543e-21
p003,p003_neutral_front,right_cheek,6,0.1977353096477241,0.6060384165629605,True,True,1,10,8.49052958893079e-09,`gtol` termination condition is satisfied.,0.05044767056591809,0.054805509765356926,0.044389692507684236,0.09999999999999999,0.9689850630238652,6.4818426643119586e-21
