subject_id,capture_id,roi,solver_status,selected_start_index,profile_updated_main_solution,f_mel,f_blood,s,logrmse,rmse,sam_deg,reflectance_hat_400nm,residual_400nm,reflectance_hat_410nm,residual_410nm,reflectance_hat_420nm,residual_420nm,reflectance_hat_430nm,residual_430nm,reflectance_hat_440nm,residual_440nm,reflectance_hat_450nm,residual_450nm,reflectance_hat_460nm,residual_460nm,reflectance_hat_470nm,residual_470nm,reflectance_hat_480nm,residual_480nm,reflectance_hat_490nm,residual_490nm,reflectance_hat_500nm,residual_500nm,reflectance_hat_510nm,residual_510nm,reflectance_hat_520nm,residual_520nm,reflectance_hat_530nm,residual_530nm,reflectance_hat_540nm,residual_540nm,reflectance_hat_550nm,residual_550nm,reflectance_hat_560nm,residual_560nm,reflectance_hat_570nm,residual_570nm,reflectance_hat_580nm,residual_580nm,reflectance_hat_590nm,residual_590nm,reflectance_hat_600nm,residual_600nm,reflectance_hat_610nm,residual_610nm,reflectance_hat_620nm,residual_620nm,reflectance_hat_630nm,residual_630nm,reflectance_hat_640nm,residual_640nm,reflectance_hat_650nm,residual_650nm,reflectance_hat_660nm,residual_660nm,reflectance_hat_670nm,residual_670nm,reflectance_hat_680nm,residual_680nm,reflectance_hat_690nm,residual_690nm,reflectance_hat_700nm,residual_700nm,single_spectrum_gate
p003,p003_neutral_front,left_cheek,CONVERGED,28,False,0.02871092446619622,0.073033170822585,0.8066098499939448,0.13494126038661755,0.048836808887631235,6.284047709759473,0.27793755309491525,-0.12856651170343986,0.2651991265217194,-0.0894308109170251,0.2586333831238474,-0.015377017629620848,0.2604921966727599,0.017681639367071678,0.2708495905565601,0.02619556961619718,0.2978933109761785,0.0394222109498516,0.3224255592785349,0.038146776256744785,0.3379021579500032,0.046152227046383,0.3499905990412552,0.06000306865553762,0.3554119902847298,0.05053018743627369,0.3597263555760616,0.03690550276867943,0.35858572650082543,0.03960194725030952,0.3430730299494327,0.01641388232308838,0.30695711990336505,-0.002244895243138534,0.28315920765280556,-0.018249807948815366,0.2896080459386655,-0.05170469043693349,0.30194613460102004,-0.020475451421906432,0.28157705433858204,-0.04749472830718737,0.27174856662834734,-0.057464127428622835,0.3617846464880698,0.032660956283188936,0.47050546334498655,0.06458203599867751,0.5193038974647846,0.010393706540629655,0.550660764171056,0.01409975160785859,0.5724085773535733,-0.004156928475904986,0.587441115986939,0.00019658535743416472,0.5983556154601353,-0.07077363570853445,0.6081557207359624,-0.012603372038088811,0.6163399520713607,-0.06336692770578234,0.623810011006881,-0.004218564924471813,0.6302620684257513,-0.09547747749708357,0.6344853755894054,-0.028524029660077166,False
p003,p003_neutral_front,right_cheek,CONVERGED,5,False,0.05480550974837889,0.09999999999999999,2.722798120695543e-21,0.19773530964772404,0.056487226840219666,10.896273090928577,0.20063994299605672,-0.22212429869934733,0.19734452403986671,-0.14356553115822743,0.19362368439948716,-0.05076178903066955,0.18970250688993376,-0.018526919083068222,0.1884914102464176,-0.003683877840920141,0.20349192903202168,0.005891080283642103,0.23975354878420274,0.02643062517464967,0.2543379825217917,0.03418825123894659,0.2621171516027787,0.042542670991848386,0.26100315727761947,0.04396893939756419,0.2546380266106984,0.03922040434931423,0.2467968281724066,0.03523387551170715,0.2376953458056028,0.025652850837329932,0.2269476898206091,0.021289345176651597,0.21703616672234677,0.01623393913572574,0.20853491239006483,-0.008453502209476271,0.20595988075497262,-0.008278184148240775,0.21295894009109312,-0.015602922047938173,0.2222578189183897,0.00302987859552295,0.23764779031561944,0.02224693003781597,0.28509179549297525,0.013056692038547313,0.32074882441937413,-0.009442922845644741,0.3525295923124778,0.022409000925804,0.3735860936724468,0.017382406834844155,0.3895349936605959,0.029042608696022987,0.4037434288879428,0.008375313615325175,0.4182573275430288,0.051766608776500966,0.4321705240379933,0.00587465977100321,0.44644684989757794,0.08331557329612765,0.4614218366498112,-0.0036255260711436366,0.47407644197006027,0.060805789676798394,False
p004,p004_neutral_front,left_cheek,CONVERGED,4,False,0.040632231966715164,0.07652600278104009,0.7221167555080702,0.14539399017555593,0.043647866543485084,6.4500682770935045,0.23741303532455668,-0.1447007790293862,0.2296464179998324,-0.0829637272440337,0.22531636471716493,-0.01378182887243301,0.22565936366646583,0.012640058908970964,0.2313612117741094,0.011309408271843124,0.2534905470612818,0.03012441591152193,0.27632623545269985,0.03225577225796861,0.2901594958153787,0.041948868729898,0.3012747857305511,0.057894295952148234,0.30679888011820744,0.04583067648120143,0.31078425512052976,0.03836800606845858,0.31030429449943286,0.04292818944328902,0.29896259493464317,0.024784441352359354,0.27181693321270606,0.009309163238073292,0.2534038843470917,-0.008031182223833588,0.2578571109589562,-0.057200792867145245,0.2672740305033722,-0.021805089665136834,0.2539293326231512,-0.04358189831186399,0.24792489273502696,-0.05761618566563839,0.3206512440862562,0.008774510600623286,0.4119099854413174,0.04267735330399869,0.4570815933960005,0.00420342238992355,0.48871297999078517,0.008882825845338782,0.5108524254138362,0.002057485562707795,0.5269119275438037,0.009912093322579807,0.5394944250001856,-0.04989139943262444,0.5512311997391259,0.001432101543277886,0.5615369816035399,-0.03363190357195667,0.5712657312574679,0.015111445926136668,0.5802112001998746,-0.0507620372198635,0.5868785589102831,0.0053738562753241625,False
p004,p004_neutral_front,right_cheek,CONVERGED,24,False,0.06795517924570643,0.09999999999999999,5.8395605750253584e-21,0.2238215628906787,0.05972256216150633,12.631264265840983,0.17553299786338378,-0.23097106693497133,0.17358615822081136,-0.1398841141765419,0.17127679384607306,-0.0546579877537168,0.16874258943924283,-0.02468403020477203,0.16805744095224667,-0.013980943271732549,0.17921805403674843,-7.37205513884065e-05,0.20664561867027287,0.01695257010421669,0.2187932903773661,0.024466180223075618,0.22612242760884466,0.03322698705653887,0.22667376656797905,0.03550542170352805,0.22296606970449673,0.03628325369923757,0.21785899152533844,0.036419435146575696,0.21149652555947537,0.029441228178750806,0.20353707064636428,0.024194152809927982,0.1960428817722873,0.017022672471584788,0.1895485067213128,-0.016629100485455905,0.18799033754533145,-0.008854749356926095,0.1946813186326052,-0.01552286291979374,0.20346653709622825,-0.002384394872597284,0.21771665363969311,0.013664256736301283,0.2605203222182422,0.013579306282197168,0.29331501696098927,-0.0008844224619077856,0.3229685995155576,0.028395157068028587,0.34322770779374023,0.03006862038126945,0.3590008107269952,0.043377322073722246,0.37326782621571053,0.02540090017598229,0.38786746826378593,0.06330773303147286,0.4019642393497816,0.02458884434621328,0.41643348722246093,0.09602201588498166,0.4315842968993948,0.021361935653164466,0.44461411918427424,0.08202267373296973,False
p005,p005_neutral_front,left_cheek,CONVERGED,9,False,0.049975449266674785,0.09999999999999999,0.6632929160531283,0.1516682513826208,0.04160537323487113,6.86580068413651,0.21076669511146381,-0.1550869721477525,0.20566906088064166,-0.08507106215548851,0.2024375268873991,-0.01761031745362565,0.20168508431438278,0.008382233736389771,0.20427422223987368,0.014347166612054041,0.22034583619482678,0.02621327408620605,0.23956921239009837,0.02720119520431702,0.2510796679037357,0.033901687358008026,0.26041901081306135,0.0479443484320346,0.26492055387072655,0.040159932840335144,0.267750284755755,0.033383738139404984,0.2668057974389986,0.035330647738114396,0.2572889232576348,0.019308631735528492,0.2356712453418593,0.009649273737008246,0.2209253559231026,-0.00045557164147888574,0.22340854485063438,-0.036823128759416124,0.23001403192012654,-0.013736649351949015,0.22073797905949338,-0.030177516852119723,0.21673295675013585,-0.03425026424179797,0.27491362760890126,0.019444950169065,0.3550631798145305,0.04107608084109571,0.3987145855361394,0.004388716469633291,0.43126887251440715,0.010532009177096402,0.4543287547677297,0.0012223859010165317,0.4714586728053758,0.006855592042178449,0.4853423673921659,-0.04851306473288536,0.49860580343490635,-0.0012756910197826432,0.510541578063165,-0.03600751341318564,0.5220574859510554,0.013405184997569597,0.5329821280495495,-0.05253937195178504,0.5414265773049488,0.0022416493685307737,False
p005,p005_neutral_front,right_cheek,CONVERGED,7,False,0.08107709406829283,0.09999999999999999,1.191741485522911e-19,0.24019626551548645,0.05907830565668683,13.66725411156292,0.15575830152292564,-0.23448558637838052,0.15460154056132738,-0.1427940192736402,0.15316821186818033,-0.060093195931838456,0.1515352738157299,-0.028286002201136806,0.15117728393179047,-0.009903219415545006,0.15950204343136742,-0.002448307829858054,0.18030158365571436,0.007209033355147887,0.1903543362619944,0.014717632912852913,0.19703508429381383,0.02337007549847453,0.19857452088387834,0.028181353616344496,0.1966936119076947,0.029559202602645385,0.19355121064981096,0.029309758891112425,0.18922858356850017,0.024638128437452195,0.18341448338685404,0.025028038972265215,0.17781478733203387,0.022241414065058807,0.17291433978044446,0.0007135706388903262,0.17213836046325617,0.000698692961257269,0.17848430937226684,-0.005648158408461057,0.1867427102998846,0.010621522467775424,0.19991239076746492,0.022983927397951298,0.23853805210090068,0.015462528651386143,0.26868522674828155,-0.00011402645035518688,0.2963218152124283,0.026932431232302045,0.3157400588729409,0.027196059462490707,0.33123079554823853,0.03956981837112217,0.34543223224308295,0.02322928722970974,0.3599974575017104,0.058747164948347974,0.3741555826147239,0.024290886339153217,0.3887015377772155,0.0901061999808942,0.4039197511899698,0.022161734111897924,0.41720738363951315,0.07812693072222143,False
p006,p006_neutral_front,left_cheek,CONVERGED,0,False,0.04538446076682745,0.09741427545943446,0.5975396244229534,0.14985550631962846,0.04239629494659307,6.828263568033267,0.2223370026345723,-0.14351666462464402,0.2163215935700113,-0.07871915564077298,0.21240158530080366,-0.013533196298986194,0.21092074051766424,0.011197362067903283,0.21297849190957843,0.020433167073448028,0.23151122347161918,0.02885728135419713,0.2548550768686876,0.03298214153832035,0.2674762878173029,0.04035875146756518,0.27715079986218094,0.05232977295147401,0.28101073508815555,0.04705944536717832,0.2825304540448518,0.033395575619770024,0.28004504501309446,0.0321511360600204,0.2692213227156484,0.016247428092466765,0.24672238844535974,0.0023130862814008946,0.23098761728329942,-0.012511343513037954,0.2320920634059001,-0.04203920503013653,0.23756421547060186,-0.026750854050501538,0.22954978657674216,-0.0436351529582433,0.22633595890182823,-0.05219386910597701,0.2824063018600109,0.00843717287223833,0.3609293046364872,0.03705335906380647,0.4047815478378002,0.00905567582108835,0.4380668807695651,0.02665659045815638,0.4610343507582998,0.013840781659868795,0.477920223204507,0.01401749366920102,0.49168128137929934,-0.04639266111249263,0.5049310814346007,-0.0022248020958294257,0.5169112900691001,-0.04042276426649816,0.5285620889768536,0.008166698242176418,0.539785020858213,-0.05929414000369182,0.5484776971448218,-0.0037689336280062324,False
p006,p006_neutral_front,right_cheek,CONVERGED,15,False,0.08522267763837209,0.09999999999999999,5.0398315337442054e-20,0.25461384722827113,0.06232255152672166,14.818246310360182,0.15036810689730323,-0.23987578100400292,0.14938522348163394,-0.1473757744852511,0.14815271696681706,-0.06450902899121316,0.14673307430843746,-0.03315008347536835,0.14644957387084212,-0.013206813036430343,0.15404096653565638,-0.0061752418247962015,0.17310712683730575,0.0033126132502843963,0.18256514499689197,0.010330140895457529,0.1890203729604337,0.017542655486748465,0.19076975251436085,0.024820403154241888,0.18933412841404962,0.02632192280426071,0.1866871986921188,0.026657931059800966,0.18289276491091783,0.023086382829518748,0.17764743647718764,0.021138532982704322,0.17255640988342685,0.01784549143557962,0.168087798636634,-0.0017963764512885227,0.16751833798945226,0.0009367712188637078,0.17375011306599558,-0.005202224816951595,0.18184113329218982,0.007620354480573688,0.1946817915211348,0.023981278554715157,0.23207423262811572,0.022755003336915658,0.26142638146140895,0.01329896720155388,0.28844786296391856,0.042339509019567845,0.3075939360421277,0.042129493033872145,0.32297696489032085,0.051571660601799685,0.33713564231151205,0.035415071939656095,0.351668467202759,0.0669220927652272,0.3658238476395441,0.03404293524209567,0.3803728500941406,0.09581208022833493,0.3955924782028599,0.032346267121827976,0.408939827604619,0.08501087544350772,False
p007,p007_neutral_front,left_cheek,CONVERGED,23,False,0.050828699116405106,0.09999999999999999,0.5804881852578935,0.1695604671985822,0.04516598058527489,7.646940291530701,0.20887256372969784,-0.15698110352951847,0.20403260722256744,-0.09508321500319072,0.2007951462411213,-0.028028300893224473,0.19946938368105752,-0.0012039337367377445,0.2011239976117074,0.01538524851212264,0.21737298598223415,0.022188203028161657,0.23866426090915718,0.029550139591318275,0.2504369273906364,0.03863338567197028,0.25965058663619267,0.05408659155603779,0.26361792345553176,0.05342133678795341,0.26536203395134506,0.045868933143975554,0.26345602467072804,0.04338804934630214,0.25404215478517733,0.028065293574182193,0.23405681503293335,0.012823599031219268,0.21998272480003678,-0.0030980300211744805,0.22098582774288325,-0.023029612565586527,0.2260599636743158,-0.023474632329865908,0.21936151401456966,-0.0470929490242567,0.2169208291268624,-0.06381069483124768,0.26878541028204583,-0.004683285019385974,0.34265412595293504,0.028077504364292516,0.3849356584996427,0.00482207482989222,0.4175980313653266,0.027612685060870112,0.4403817088910134,0.012964245760233306,0.45737715507032467,0.013840835489523806,0.4714328615882163,-0.03970731524954696,0.48504696267210967,0.004128655587843255,0.49746358253125755,-0.03271307193551387,0.5095956102370853,0.014907122918061066,0.5213611491660111,-0.05227947252295517,0.5306436656780663,-0.000181830175951192,False
p007,p007_neutral_front,right_cheek,CONVERGED,11,False,0.1014459510009854,0.09999999999999999,5.691821624587216e-20,0.3000363055204391,0.06840348937544648,18.12968260725619,0.13235358009753528,-0.25789030780377087,0.13182728896505436,-0.16040753752803172,0.13114532645072843,-0.07543927660930846,0.1303303953565228,-0.04451536016044655,0.13024723915819753,-0.02032632337442347,0.13554902194882318,-0.013320587375328319,0.14913432337386812,-0.006924404834922737,0.1565510785132831,0.0016280926022689268,0.16209626003549837,0.011486477309149534,0.1643336060992037,0.020341056344809788,0.16418264427727777,0.024370042656871788,0.16302727074549417,0.02538903107511381,0.16087435764645963,0.022567647969363835,0.1574468283814461,0.02206928738817096,0.15400503618665562,0.018508883254009678,0.15095060349045739,0.005776860087699592,0.1510343814931573,0.0013281210528318654,0.15680612711230424,-0.007338260705637367,0.16424578596166536,0.002368363383763311,0.17585698923294607,0.02008959389204029,0.20879023944055708,0.02544105120631135,0.2352124693731784,0.022586184689513122,0.25992872685706836,0.053296701269388014,0.2779917688313739,0.05145497946158539,0.29288411385978813,0.059385022466489745,0.306790164640419,0.04664438906338925,0.3211119302811377,0.07393642877110207,0.33516867856652793,0.04655214793887835,0.3496447473748446,0.10213012407471062,0.3647897695778459,0.04584907845991015,0.3782818707667581,0.09144801840753525,False
