subject_id,capture_id,roi,success,f_mel,f_blood,s,gain,logrmse,rmse,sam_deg,main_logrmse,logrmse_ratio_to_main
p003,p003_neutral_front,left_cheek,True,0.0646833326654641,0.09999999999999999,0.37715346300658675,1.5,0.11503294220338714,0.040250963539704934,5.251805603636272,0.13494126038661755,0.8524667835012695
p003,p003_neutral_front,right_cheek,True,0.00741945961582515,0.09999999999999999,0.5481322745913914,0.6211588564396796,0.1866194241662473,0.05220963882677524,10.263086594082516,0.19773530964772404,0.9437840135821959
p004,p004_neutral_front,left_cheek,True,0.08047737145319958,0.09999999999999999,0.28633675245393536,1.5,0.13037061783004375,0.041029414992827716,6.034800494440141,0.14539399017555593,0.8966712975730825
p004,p004_neutral_front,right_cheek,True,0.00366821530812884,0.09999999999999999,0.5797467894562587,0.5363064309604764,0.20701564502714145,0.052228175739937405,11.456057700493176,0.2238215628906787,0.9249137677063503
p005,p005_neutral_front,left_cheek,True,0.09767965040791515,0.09999999999999999,0.21438409230434405,1.5,0.14145312070800914,0.03963109694838247,6.554050880165539,0.1516682513826208,0.9326481937947484
p005,p005_neutral_front,right_cheek,True,0.006152169672547188,0.09999999999999999,0.573499896219098,0.5,0.21534063300243783,0.051163605193467965,12.234472314679852,0.24019626551548645,0.8965194880956795
p006,p006_neutral_front,left_cheek,True,0.09132106338734747,0.09999999999999999,0.10250761500709443,1.5,0.1341258150609527,0.03829323724866754,6.177216318249738,0.14985550631962846,0.8950342790532786
p006,p006_neutral_front,right_cheek,True,0.0076936040279385375,0.09999999999999999,0.41074653798072736,0.5,0.22185145847398738,0.05201680843195057,12.95195642438745,0.25461384722827113,0.871325188669291
p007,p007_neutral_front,left_cheek,True,0.09885192348355339,0.09999999999999999,0.09058066580280019,1.5,0.15412658936600118,0.04179065638471948,7.072384712978868,0.1695604671985822,0.9089771449231412
p007,p007_neutral_front,right_cheek,True,0.016468432352775883,0.09999999999999999,0.11696028374596659,0.5,0.2587220408877371,0.05642708146535191,15.682780195309387,0.3000363055204391,0.8623024484952286
p008,p008_neutral_front,left_cheek,True,1.5338908095668887e-22,0.09999999999999999,0.05755817281653866,0.7209194349698466,0.19507786528668952,0.06346477836625311,10.802147544442416,0.2346857957523977,0.8312299628585276
p008,p008_neutral_front,right_cheek,True,9.640012361320412e-18,0.09999999999999999,4.067311117923122e-19,0.6445355224044461,0.22461644382859017,0.06916575926560033,13.25081282439967,0.30685925730854774,0.7319852293155288
p009,p009_neutral_front,left_cheek,True,0.015538041978994468,0.09999999999999999,0.6171224389452926,0.6277647291648792,0.1788971633145006,0.04500050068068464,9.235477109855983,0.18574359470462443,0.9631404172993893
p009,p009_neutral_front,right_cheek,True,0.015860899878464167,0.09999999999999999,2.0709726843716582e-19,0.5,0.266987276496223,0.060107485730199334,17.045678594384043,0.3402796076364384,0.7846114504207305
p010,p010_neutral_front,left_cheek,True,0.07399198289002956,0.09999999999999999,0.45576206805236236,1.5,0.13256597079154414,0.04281973359802769,5.84548155548735,0.14170849283509343,0.9354835983317636
p010,p010_neutral_front,right_cheek,True,7.536962119782725e-21,0.09999999999999999,0.6662010258886076,0.5432433695569165,0.20165455219403805,0.05641014032953899,11.519679606511023,0.23118665214950976,0.8722586287707773
p011,p011_neutral_front,left_cheek,True,0.04889677721930633,0.09999999999999999,0.33063023440305633,1.5,0.11310292129763722,0.044298659035010124,5.212766440862017,0.13031016469505552,0.8679516410888919
p011,p011_neutral_front,right_cheek,True,0.0378342805553874,0.09999999999999999,0.2794690617269016,1.2398427124892484,0.1396177274995016,0.052616225569607836,6.964232725229715,0.1425988881387047,0.9790940821621039
p012,p012_neutral_front,left_cheek,True,0.05741706849205725,0.09999999999999999,0.21094309396167207,1.5,0.11316706249328558,0.04116724422061597,5.232829534331244,0.12882892219152509,0.8784290093263715
p012,p012_neutral_front,right_cheek,True,2.9204436239058934e-16,0.09999999999999999,0.46968217649871663,0.5736010472055277,0.19288990066136041,0.054831661440690224,11.105847028967537,0.22428456830826637,0.8600230596170318
p013,p013_neutral_front,left_cheek,True,0.0628533246277349,0.09999999999999999,0.2919169661994721,1.5,0.12480999705775024,0.04366322942207118,5.704619381003449,0.13901643424399537,0.8978074983472052
p013,p013_neutral_front,right_cheek,True,5.269549280145849e-18,0.09999999999999999,0.4315389158778569,0.5361229872963242,0.2109251697944832,0.0578503000467598,12.551318972970806,0.2565901395867976,0.8220314706330827
p014,p014_neutral_front,left_cheek,True,0.1099931989844058,0.09999999999999998,1.172598185745702e-15,1.5,0.19152643246128917,0.05053716435760481,9.287503208227184,0.19635852820855432,0.9753914648304304
p014,p014_neutral_front,right_cheek,True,0.023762136111840616,0.09999999999999999,6.905448107964627e-22,0.5,0.3235607397033896,0.06961325297194099,21.091880666148207,0.390573230459747,0.8284252848627736
p015,p015_neutral_front,left_cheek,True,0.06080275409142805,0.09999999999999999,0.2090090477244128,1.5,0.11764327101144421,0.04201287608445299,5.467859926634313,0.13092472959840382,0.8985565322326888
p015,p015_neutral_front,right_cheek,True,4.005102294145489e-18,0.09999999999999999,0.49451949902348713,0.5792617407326517,0.18793043367038365,0.05479572302592206,10.935652980758737,0.2219669943713235,0.8466593612381809
p017,p017_neutral_front,left_cheek,True,0.06515022285327746,0.09999999999999998,0.4648354019045393,1.5,0.13389323901465178,0.04497232562927603,5.800339627828487,0.15632704488634272,0.8564944032045038
p017,p017_neutral_front,right_cheek,True,0.06324676929373174,0.09999999999999999,4.579663338040765e-15,1.319120385623568,0.17315942239382032,0.05678968284161202,8.792432047501459,0.17426937727557565,0.9936308093876979
p018,p018_neutral_front,left_cheek,True,0.12113930268649635,0.09999999999999999,2.3813183084451864e-56,1.5,0.20399121143490856,0.05198507631169225,10.205157208962381,0.20539857508056056,0.9931481333543818
p018,p018_neutral_front,right_cheek,True,0.012270439997062224,0.09999999999999999,0.1245168960647322,0.5,0.270791611652257,0.06219029021564516,16.621774951461408,0.32044375156668636,0.8450519329159195
p019,p019_neutral_front,left_cheek,True,0.09164434389147653,0.09999999999999999,0.014806206142674463,1.5,0.1622960442969336,0.046687492040178837,7.632580270793069,0.1636960510950262,0.9914475224739545
p019,p019_neutral_front,right_cheek,True,2.3040066401795634e-19,0.09999999999999999,0.5691616254618448,0.5,0.22566679335720308,0.057955831638178856,13.07126323475048,0.26335550836737637,0.8568903485489349
