sample_id,latent_id,latent_split,acquisition_id,acquisition_role,camera_name,camera_seen,light_name,light_seen,acquisition_domain_role,appearance_id,appearance_seed,shading_hash,specular_hash,appearance_hash,exposure_ev,exposure_multiplier,m_hash,h_hash,mask_hash,so0_version,so0_config_hash,camera_light_freeze_hash,srgb_hash,linear_rgb_float32_hash,linear_rgb_float16_hash,valid_skin_fraction,rgb_mean_valid,rgb_std_valid,luminance_mean_valid,luminance_std_valid,low_clip_fraction,high_clip_fraction,all_zero_fraction,all_one_fraction,nonfinite_count,output_path
L000_A0,L000,train_like_id,A0,reference,Canon 5DMarkII,True,D65,True,ID,appearance0,18404695837003172677,8489d47f6a977645531fa5f4bda4a9bebd593a17aa647848065ad94582dd774a,9d0a5abcf57f2eeba500d81f8f141ca2d1a38975f4e1795ff0c3a3edff8c515d,886778aac1345ccf566daac18e2cf9a4dd8d72b93b3f9197deb40c99c2b10805,0.1224966511062932,1.088617136140614,544a1649cce133aa380dc4ddecaaca0a9622c03d5c8e7e4d5f685f68275d5088,a8c9c71424a651b2f83435662e1cc0e8b2c483bedc7fb0517ab6a92b02e38ae9,291ecd0830f41bb96f2c2f1e3d8ce0ce09d24ad51013d336ca0a306e0f2aa6d7,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,cf8d462ba93c1d8d4f9b1ff3a9648c8649afed334bc90d49364e841353912430,182f3e077ff14fc2112c317d7a21d4323165111d87bb4a974f011cb3d317b019,1f9dc01b315c330a2c4101f7424837c5216bc8bae5a1f77217a64b4cea26d553,0.59130859375,0.7339794635772705,0.0863412544131279,0.731319624880507,0.0346014387173814,0.0,0.0,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L000/acquisitions.npz
L000_A1,L000,train_like_id,A1,camera_only,Nokia N900,True,D65,True,ID,appearance0,18404695837003172677,8489d47f6a977645531fa5f4bda4a9bebd593a17aa647848065ad94582dd774a,9d0a5abcf57f2eeba500d81f8f141ca2d1a38975f4e1795ff0c3a3edff8c515d,886778aac1345ccf566daac18e2cf9a4dd8d72b93b3f9197deb40c99c2b10805,0.1224966511062932,1.088617136140614,544a1649cce133aa380dc4ddecaaca0a9622c03d5c8e7e4d5f685f68275d5088,a8c9c71424a651b2f83435662e1cc0e8b2c483bedc7fb0517ab6a92b02e38ae9,291ecd0830f41bb96f2c2f1e3d8ce0ce09d24ad51013d336ca0a306e0f2aa6d7,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,2d397b0dcdfdd6ecbc791bc33f8d1dbd6d5a5b3361f0813fa652bdf9e3293e54,4867f455d7c8742e660f074d6d0bb3c0283c06396c164f40cb70850db95ff21c,6a85f552e0be91c29edf422f57b8400782a004105415df96d3b59e1c1de0f8c9,0.59130859375,0.7300525903701782,0.1069674342870712,0.7286716686682506,0.0345015863613505,0.0,0.0019073486328125,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L000/acquisitions.npz
L000_A2,L000,train_like_id,A2,light_only,Canon 5DMarkII,True,A,True,ID,appearance0,18404695837003172677,8489d47f6a977645531fa5f4bda4a9bebd593a17aa647848065ad94582dd774a,9d0a5abcf57f2eeba500d81f8f141ca2d1a38975f4e1795ff0c3a3edff8c515d,886778aac1345ccf566daac18e2cf9a4dd8d72b93b3f9197deb40c99c2b10805,0.1224966511062932,1.088617136140614,544a1649cce133aa380dc4ddecaaca0a9622c03d5c8e7e4d5f685f68275d5088,a8c9c71424a651b2f83435662e1cc0e8b2c483bedc7fb0517ab6a92b02e38ae9,291ecd0830f41bb96f2c2f1e3d8ce0ce09d24ad51013d336ca0a306e0f2aa6d7,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,e82c5e23d853e905c7ca5d724ba829b7a93990075660bd98dc65f5b70b51dd8e,cd2fc18ec8cb93f2e9c7f1d37697ee044047c3174d37b348377c0ed533d81ad6,c7295cb800b08dd7c17e2a5849d1b19cd416f4c32ece278c334640aa9444dae9,0.59130859375,0.7558679580688477,0.1032347828149795,0.7298082568150327,0.034537939620881,0.0,0.0064137776692708,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L000/acquisitions.npz
L000_A3,L000,train_like_id,A3,appearance_only,Canon 5DMarkII,True,D65,True,ID,appearance1,11940544161557844131,9a160a6ff765bd6122283f21f161f3598eeab0075fc8c7087fad90aa9a83218b,dcf9fc028c14b55884d7e125c78ee653c1ae8027de62fe8dac1a7e0f92ba6065,720e8840fef53a047efbed2ed1ebe3bab4f539dd5e9188ca0423130410d03c38,0.0077297442038052,1.0053722293503948,544a1649cce133aa380dc4ddecaaca0a9622c03d5c8e7e4d5f685f68275d5088,a8c9c71424a651b2f83435662e1cc0e8b2c483bedc7fb0517ab6a92b02e38ae9,291ecd0830f41bb96f2c2f1e3d8ce0ce09d24ad51013d336ca0a306e0f2aa6d7,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,f0951473a626120432e1d12efe1ad5eb1fdb213462bb68165ba083de3aa63f04,2d70fc08c2559e06d83d24a61e0858e3a3e17705cfbe27aebefee5e14891fbcb,a2663f0a87594e9ff48abf6d5c069a2ced039d90bcd77effe65c9f996f2a228c,0.59130859375,0.7081779837608337,0.081124298274517,0.7056050168671061,0.0274144947172482,0.0,0.0,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L000/acquisitions.npz
L000_A4,L000,train_like_id,A4,joint,Nokia N900,True,A,True,ID,appearance2,13621382707547883922,c5f0d6769fc28a164dcf91c6fa9fd91e8dea6982d9ac22b894b21de956539ab2,2d968fdf77720ddfe02eeebe180cc30faac6aa23b1c5d2ec73a2286bf1b9ac5e,d76e3c9691f5bbfeee0c513344918068531e733249c8d223ea5a484df676d161,0.1136142225047784,1.081935295712429,544a1649cce133aa380dc4ddecaaca0a9622c03d5c8e7e4d5f685f68275d5088,a8c9c71424a651b2f83435662e1cc0e8b2c483bedc7fb0517ab6a92b02e38ae9,291ecd0830f41bb96f2c2f1e3d8ce0ce09d24ad51013d336ca0a306e0f2aa6d7,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,2276d65ad94fb585afb5c4f15d185fcb45f9af2d0051091325fae359f27044d9,c0a0f8681a025f4913146cb71415e66e66ed2669d7b802393a19b37e50305cdd,878296d56c742d9fb1df671082911a11ec519cba1f8d8a8194af14d34ef8fc11,0.59130859375,0.7465433478355408,0.1184341832995414,0.7241868144318421,0.0369680199285091,0.0,0.0055491129557291,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L000/acquisitions.npz
L001_A0,L001,train_like_id,A0,reference,Nokia N900,True,A,True,ID,appearance0,9255925368815358716,5d50af514dec6684fe0c389aa8ae8d2986edd8bb94bc0354fbb73c2d852e9bdf,7f71b0af51992c900b850b021fc66f4f891c7dc68ae3fd9374d0ce02cdcf2a99,77db0d711712bc641766b098c514977778e8afb9447b0249c5266bbacb97acd0,0.3075457036969915,1.2376005162453625,a4ec1f8bb442864956725d73e9508833cb8f94c4a55c7ae1b5360b6f0f1ec65d,22585ffa3f2ca00abee24d46ec1253216cea6a77a9984e4a5ebd486dc773697f,2871661e6d9fe341f6db0cb069d34777bb62ec818107ede0374e4b91243e5694,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,a4ff24baf4893dbdb575fd1de59147d7a514f0575af79f72138953ab6b4b356e,79bbf79075e4c77c286d4d71b75fdd2377f234fdc128d74ac0df3b79d5ee27d0,70509dc42e00144d4a9526d1b92502a2d81d3c71494280988f89b034a5ce2001,0.43548583984375,0.819560706615448,0.1070553809404373,0.8170453633725013,0.0341658071339328,0.0,0.051177978515625,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L001/acquisitions.npz
L001_A1,L001,train_like_id,A1,camera_only,Nikon D80,True,A,True,ID,appearance0,9255925368815358716,5d50af514dec6684fe0c389aa8ae8d2986edd8bb94bc0354fbb73c2d852e9bdf,7f71b0af51992c900b850b021fc66f4f891c7dc68ae3fd9374d0ce02cdcf2a99,77db0d711712bc641766b098c514977778e8afb9447b0249c5266bbacb97acd0,0.3075457036969915,1.2376005162453625,a4ec1f8bb442864956725d73e9508833cb8f94c4a55c7ae1b5360b6f0f1ec65d,22585ffa3f2ca00abee24d46ec1253216cea6a77a9984e4a5ebd486dc773697f,2871661e6d9fe341f6db0cb069d34777bb62ec818107ede0374e4b91243e5694,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,dab120e722ac526c953f4fc14f2a7e2997ea9878ac252af836bbc96b7e5a852d,cbe5ede6729d1f5403f77f9e2a902a898a8abf7ae4312bf4dfbe40f3b9a87930,5340ab55f913720e5d13637feb44fa074295482e25b1ea88fd32f1270c9b253f,0.43548583984375,0.8279195427894592,0.0965477526187896,0.816828252341142,0.0342635717057681,0.0,0.0408172607421875,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L001/acquisitions.npz
L001_A2,L001,train_like_id,A2,light_only,Nokia N900,True,FL2,True,ID,appearance0,9255925368815358716,5d50af514dec6684fe0c389aa8ae8d2986edd8bb94bc0354fbb73c2d852e9bdf,7f71b0af51992c900b850b021fc66f4f891c7dc68ae3fd9374d0ce02cdcf2a99,77db0d711712bc641766b098c514977778e8afb9447b0249c5266bbacb97acd0,0.3075457036969915,1.2376005162453625,a4ec1f8bb442864956725d73e9508833cb8f94c4a55c7ae1b5360b6f0f1ec65d,22585ffa3f2ca00abee24d46ec1253216cea6a77a9984e4a5ebd486dc773697f,2871661e6d9fe341f6db0cb069d34777bb62ec818107ede0374e4b91243e5694,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,4e196a9d67ad1846e4a761ce578fce7945f74337e7750cbad347460daa92f495,e622f82464a4e57ee9f065b36b43ccc9136c9e1164a2e2ade5c1de607a3685b2,7fdbad190ac525d27b3f899e9ca7508299f4fe04802c4e546a6801ef7abe1a94,0.43548583984375,0.7877123355865479,0.1042115986347198,0.808138343846181,0.0344402119440704,0.0,0.0008748372395833,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L001/acquisitions.npz
L001_A3,L001,train_like_id,A3,appearance_only,Nokia N900,True,A,True,ID,appearance1,10110674038186906365,daf7661bcf8ebed829d1c3d8b72129d0cd420a65ea712e2a18a6464460b1d84e,8a39d2abd3999ab73c34db2476849cddf303ce389b35826850f9a700589b4a90,5af976313ea44773ddd8e3047655963fd9240ecdce519884be8cd59f99a19c5e,0.1907105373203368,1.1413256882920015,a4ec1f8bb442864956725d73e9508833cb8f94c4a55c7ae1b5360b6f0f1ec65d,22585ffa3f2ca00abee24d46ec1253216cea6a77a9984e4a5ebd486dc773697f,2871661e6d9fe341f6db0cb069d34777bb62ec818107ede0374e4b91243e5694,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,ec6d809024efa655a17f0aa2ea9513d153f7c665d94a50902f50c796502b0b96,5bc71ee1b294a9cd0c22c80d6fdecdd6a65958c8df3d0a6d0d4965b977149343,eb4b3b1e110e5cf33d99f91010d4ec8a35ec99b790a1b5f70848e585d40c2bf8,0.43548583984375,0.7853038907051086,0.104224108159542,0.7827108195885747,0.0342319250472978,0.0,0.0217946370442708,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L001/acquisitions.npz
L001_A4,L001,train_like_id,A4,joint,Nikon D80,True,FL2,True,ID,appearance2,17275828395116278413,d1c975217bdf1739026c421bcc49860e7d0c38bcc1fa7149486bf2b917fb54c0,8a39d2abd3999ab73c34db2476849cddf303ce389b35826850f9a700589b4a90,a9da23f1ecb441645e40867f09f9878f85558883f60e30eee4bed7f0f2331096,-0.0964543532035502,0.9353288849098644,a4ec1f8bb442864956725d73e9508833cb8f94c4a55c7ae1b5360b6f0f1ec65d,22585ffa3f2ca00abee24d46ec1253216cea6a77a9984e4a5ebd486dc773697f,2871661e6d9fe341f6db0cb069d34777bb62ec818107ede0374e4b91243e5694,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee,25da4512c0a45bd2c2b8fbbac3200c8749f2438778e12af1b106dc40abfb53d1,a0706862414bfcf19a9c0c61019d25e8e04650beef0466ddd0aa850d256aee4f,f2839fd03634836dfa4265ee593b0297603a8dfa09ea9bde1b6473091477609f,0.43548583984375,0.6972948908805847,0.0850008502602577,0.7064764019388633,0.0476130829980563,0.0,0.0,0.0,0.0,0,data/processed/SO_R1_A1_PairedPilot_v1/latents/train_like_id/L001/acquisitions.npz
