subject_id,capture_id,split,expression,direction,roi,model_version,observation_quantity,source_spectrum,hsi_path,hsi_sha256,rgb_path,rgb_sha256,mask_path,mask_sha256,mask_pixel_count,frozen_transform,main_observation_gain,per_spectrum_gain_fitted,side_gain_applied,normalization_applied,input_quality_status,observed_reflectance_400nm,observed_reflectance_410nm,observed_reflectance_420nm,observed_reflectance_430nm,observed_reflectance_440nm,observed_reflectance_450nm,observed_reflectance_460nm,observed_reflectance_470nm,observed_reflectance_480nm,observed_reflectance_490nm,observed_reflectance_500nm,observed_reflectance_510nm,observed_reflectance_520nm,observed_reflectance_530nm,observed_reflectance_540nm,observed_reflectance_550nm,observed_reflectance_560nm,observed_reflectance_570nm,observed_reflectance_580nm,observed_reflectance_590nm,observed_reflectance_600nm,observed_reflectance_610nm,observed_reflectance_620nm,observed_reflectance_630nm,observed_reflectance_640nm,observed_reflectance_650nm,observed_reflectance_660nm,observed_reflectance_670nm,observed_reflectance_680nm,observed_reflectance_690nm,observed_reflectance_700nm
p003,p003_neutral_front,train,neutral,front,left_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p003_neutral_front.mat",b2d48f1fce940623930d0be225aac912a88f322846b6c0b01649635bad0621c3,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p003_neutral_front.jpg",7d47b1441f6031740cc322521f9f151623446893ec10a74db155bc763ce412fe,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p003_neutral_front\left_cheek.npy,1f01231cef24a772aa3fcc836edb2791d547d06a8dd5453915a127e8f5555bbb,11887,transpose,1.0,False,False,none,PASS,0.4065040647983551,0.3546299374387445,0.2740104007534683,0.24281055730568823,0.24465402094036293,0.2584711000263269,0.2842787830217901,0.2917499309036202,0.28998753038571756,0.3048818028484561,0.32282085280738215,0.3189837792505159,0.3266591476263443,0.3092020151465036,0.3014090156016209,0.341312736375599,0.3224215860229265,0.3290717826457694,0.3292126940569702,0.32912369020488086,0.40592342734630904,0.5089101909241549,0.5365610125631974,0.5765655058294783,0.5872445306295049,0.6691292511686697,0.6207590927740512,0.6797068797771431,0.6280285759313529,0.7257395459228348,0.6630094052494826
p003,p003_neutral_front,train,neutral,front,right_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p003_neutral_front.mat",b2d48f1fce940623930d0be225aac912a88f322846b6c0b01649635bad0621c3,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p003_neutral_front.jpg",7d47b1441f6031740cc322521f9f151623446893ec10a74db155bc763ce412fe,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p003_neutral_front\right_cheek.npy,6acd4ef1b185526c407e8a20a485c1fe3106d2207732d3a153f3c601bc72d587,10663,transpose,1.0,False,False,none,PASS,0.42276424169540405,0.34091005519809414,0.2443854734301567,0.20822942597300198,0.19217528808733775,0.19760084874837958,0.21332292360955307,0.2201497312828451,0.21957448061093032,0.21703421788005528,0.21541762226138417,0.21156295266069947,0.21204249496827288,0.2056583446439575,0.20080222758662103,0.2169884145995411,0.2142380649032134,0.2285618621390313,0.21922794032286674,0.21540086027780347,0.27203510345442794,0.3301917472650189,0.3301205913866738,0.3562036868376026,0.3604923849645729,0.3953681152726176,0.36649071876652783,0.42629586426699007,0.3631312766014503,0.4650473627209548,0.4132706522932619
p004,p004_neutral_front,train,neutral,front,left_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p004_neutral_front.mat",be0265c7f9e58019854a8930f2c3fc40967a2c0b7a0930d8806d6b57bc77ac34,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p004_neutral_front.jpg",ff130f3f0674c328ede9b4910fa285eea35eab3d2a8cfe847ad2ad2d53b175ac,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p004_neutral_front\left_cheek.npy,d525f2d78bdfa78ab54c809ab8aac23e5e2f8269f895e260a796c1e17189cdd4,9630,transpose,1.0,False,False,none,PASS,0.38211381435394287,0.3126101452438661,0.23909819358959794,0.21301930475749487,0.22005180350226627,0.2233661311497599,0.24407046319473125,0.2482106270854807,0.24338048977840288,0.260968203637006,0.2724162490520712,0.26737610505614384,0.2741781535822838,0.26250776997463277,0.2614350665709253,0.31505790382610144,0.289079120168509,0.2975112309350152,0.30554107840066536,0.31187673348563294,0.3692326321373187,0.45287817100607697,0.4798301541454464,0.5087949398511284,0.5169998342212239,0.5893858244328101,0.549799098195848,0.5951688851754966,0.5561542853313313,0.6309732374197381,0.5815047026349589
p004,p004_neutral_front,train,neutral,front,right_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p004_neutral_front.mat",be0265c7f9e58019854a8930f2c3fc40967a2c0b7a0930d8806d6b57bc77ac34,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p004_neutral_front.jpg",ff130f3f0674c328ede9b4910fa285eea35eab3d2a8cfe847ad2ad2d53b175ac,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p004_neutral_front\right_cheek.npy,d2d9c4335192c41e37897258ef4e3b62df709729f6b1d4f96e91d8388d065f14,10452,transpose,1.0,False,False,none,PASS,0.4065040647983551,0.31347027239735326,0.22593478159978986,0.19342661964401486,0.18203838422397922,0.17929177458813683,0.18969304856605618,0.1943271101542905,0.19289544055230579,0.191168344864451,0.18668281600525916,0.18143955637876275,0.18205529738072457,0.1793429178364363,0.1790202093007025,0.2061776072067687,0.19684508690225755,0.21020418155239895,0.20585093196882553,0.20405239690339183,0.246941015936045,0.29419943942289706,0.29457344244752903,0.3131590874124708,0.31562348865327294,0.34786692603972824,0.3245597352323131,0.3773753950035683,0.32041147133747927,0.41022236124623035,0.3625914454513045
p005,p005_neutral_front,train,neutral,front,left_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p005_neutral_front.mat",a4b9e38122ac04cca8a5103547d6fac41b0a29bdbfe5d1d8b14a6a16cb596d9e,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p005_neutral_front.jpg",7651c816e8abaf723bdc9c4fd67f2218280412cde83d02805fd97481b269882a,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p005_neutral_front\left_cheek.npy,269aaed09eb5a4d85c0ca17a2ea93984c028c5b5c0cb435d2d6f3a1882df0f49,10122,transpose,1.0,False,False,none,PASS,0.3658536672592163,0.29074012303613017,0.22004784434102476,0.193302850577993,0.18992705562781964,0.19413256210862073,0.21236801718578135,0.21717798054572768,0.21247466238102675,0.2247606210303914,0.23436654661635004,0.23147514970088423,0.2379802915221063,0.22602197160485105,0.2213809275645815,0.2602316736100505,0.24375068127207555,0.2509154959116131,0.2509832209919338,0.25546867743983626,0.3139870989734348,0.39432586906650613,0.42073686333731075,0.4531063688667132,0.46460308076319734,0.5338554321250513,0.499881494454689,0.5465490914763507,0.5086523009534858,0.5855215000013345,0.539184927936418
p005,p005_neutral_front,train,neutral,front,right_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p005_neutral_front.mat",a4b9e38122ac04cca8a5103547d6fac41b0a29bdbfe5d1d8b14a6a16cb596d9e,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p005_neutral_front.jpg",7651c816e8abaf723bdc9c4fd67f2218280412cde83d02805fd97481b269882a,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p005_neutral_front\right_cheek.npy,9bcf0f5c1d745a262cc12d198182de2c923def5018f1646b4e060b0d7b519948,9312,transpose,1.0,False,False,none,PASS,0.39024388790130615,0.29739555983496757,0.2132614078000188,0.1798212760168667,0.16108050334733548,0.16195035126122548,0.17309255030056647,0.1756367033491415,0.1736650087953393,0.17039316726753384,0.1671344093050493,0.16424145175869853,0.16459045513104797,0.15838644441458882,0.15557337326697507,0.17220076914155413,0.1714396675019989,0.1841324677807279,0.17612118783210917,0.17692846336951362,0.22307552344951453,0.26879925319863673,0.26938938398012624,0.28854399941045017,0.29166097717711637,0.3222029450133732,0.30125029255336244,0.3498646962755707,0.2985953377963213,0.3817580170780719,0.3390804529172917
p006,p006_neutral_front,train,neutral,front,left_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p006_neutral_front.mat",b564277926569ba9f914a51cd3ff56150cb26385db03c2fdb19d0a801d386033,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p006_neutral_front.jpg",4ab15221d44c8a3dcef6cda427b84cd46d58356c8b372401c4d3100c948313be,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p006_neutral_front\left_cheek.npy,9dcde1f0363b200c85fd723619aa5b7d88facf21903782f049e49999e18f63db,10448,transpose,1.0,False,False,none,PASS,0.3658536672592163,0.29504074921078427,0.22593478159978986,0.19972337844976096,0.1925453248361304,0.20265394211742205,0.22187293533036723,0.22711753634973775,0.22482102691070693,0.23395128972097723,0.24913487842508175,0.24789390895307406,0.25297389462318165,0.24440930216395884,0.24349896079633737,0.27413126843603663,0.2643150695211034,0.27318493953498546,0.27852982800780524,0.2739691289877726,0.32387594557268073,0.39572587201671183,0.41141029031140874,0.447193569098431,0.463902729535306,0.538073942491792,0.5071558835304302,0.5573340543355982,0.5203953907346772,0.5990791608619048,0.552246630772828
p006,p006_neutral_front,train,neutral,front,right_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p006_neutral_front.mat",b564277926569ba9f914a51cd3ff56150cb26385db03c2fdb19d0a801d386033,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p006_neutral_front.jpg",4ab15221d44c8a3dcef6cda427b84cd46d58356c8b372401c4d3100c948313be,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p006_neutral_front\right_cheek.npy,cb9a893646f0aab09a17c54b0f54acb8fe07367f9e3f5e5d8958531bae8eba2a,9368,transpose,1.0,False,False,none,PASS,0.39024388790130615,0.29676099796688504,0.21266174595803022,0.1798831577838058,0.15965638690727246,0.16021620836045258,0.16979451358702136,0.17223500410143444,0.17147771747368523,0.16594934936011896,0.1630122056097889,0.16002926763231784,0.15980638208139908,0.15650890349448332,0.15471091844784723,0.16988417508792253,0.16658156677058855,0.17895233788294718,0.17422077881161613,0.17070051296641964,0.20931922929120006,0.24812741425985507,0.2461083539443507,0.26546444300825556,0.27140530428852117,0.30172057037185596,0.2847463744375318,0.33178091239744845,0.2845607698658057,0.36324621108103194,0.3239289521611113
p007,p007_neutral_front,train,neutral,front,left_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p007_neutral_front.mat",fd41f1ed6dd3405e055c75f349190890c006673c404cd0da41e749d5a0a42b18,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p007_neutral_front.jpg",c991b1ca588593e648fc4189a0b30647040f5989cbfe666ae3069ab812261a38,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p007_neutral_front\left_cheek.npy,a81995325d1fb570b74aeebcee601e0d113db325bdf9536c450b4c41949d00b9,11276,transpose,1.0,False,False,none,PASS,0.3658536672592163,0.29911582222575817,0.22882344713434577,0.20067331741779526,0.18573874909958477,0.1951847829540725,0.2091141213178389,0.2118035417186661,0.20556399508015488,0.21019658666757834,0.2194931008073695,0.2200679753244259,0.22597686121099514,0.22123321600171408,0.22308075482121126,0.24401544030846978,0.2495345960041817,0.26645446303882636,0.2807315239581101,0.2734686953014318,0.3145766215886425,0.38011358366975045,0.38998534630445647,0.4274174631307801,0.44353631958080086,0.5111401768377632,0.4809183070842664,0.5301766544667714,0.49468848731902426,0.5736406216889662,0.5308254958540175
p007,p007_neutral_front,train,neutral,front,right_cheek,KM2L-HF-v1,white_reference_normalized_reflectance,per_band_median_from_raw_hdf5_float64,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\VIS\p007_neutral_front.mat",fd41f1ed6dd3405e055c75f349190890c006673c404cd0da41e749d5a0a42b18,"E:\projects\face2\data\raw\Hyper-Skin(RGB, VIS)\train\RGB\p007_neutral_front.jpg",c991b1ca588593e648fc4189a0b30647040f5989cbfe666ae3069ab812261a38,E:\projects\face2\data\processed\HyperSkin_Stage1_v1\masks\r2\train\p007_neutral_front\right_cheek.npy,e531a16bc06f153c224d9fc4f34ab64faddc0f17b63252e2879e268b3a0bca20,10845,transpose,1.0,False,False,none,PASS,0.39024388790130615,0.2922348264930861,0.2065846030600369,0.17484575551696935,0.150573562532621,0.1488696093241515,0.15605872820879085,0.15492298591101417,0.15060978272634884,0.1439925497543939,0.13981260162040599,0.13763823967038036,0.1383067096770958,0.13537754099327515,0.13549615293264594,0.1451737434027578,0.14970626044032542,0.1641443878179416,0.16187742257790205,0.15576739534090578,0.18334918823424573,0.2126262846836653,0.20663202558768035,0.2265367893697885,0.23349909139329839,0.2601457755770298,0.24717550151003564,0.2886165306276496,0.24751462330013396,0.31894069111793577,0.2868338523592229
